oid	case_name	date	missing_para	class	pdf_len	pdf_text_head
15338	Halberg v. Halberg	2010-01-26	26	SUBSTANTIVE	146	We conclude the district court misapplied the law in calculating Daniel Halberg’s child support obli
15338	Halberg v. Halberg	2010-01-26	27	SIGNATURE	109	Daniel J. Crothers Mary Muehlen Maring Carol Ronning Kapsner Dale V. Sandstrom Gerald W. VandeWalle,
15342	City v. Bullinger	2010-01-26	13	SUBSTANTIVE	140	We affirm the district court’s denial of Bullinger’s motion to suppress the results of her blood tes
15342	City v. Bullinger	2010-01-26	14	SIGNATURE	109	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Carol Ronning Ka
15342	City v. Bullinger	2010-01-26	15	PDF_LACKS_MARKER		
15342	City v. Bullinger	2010-01-26	16	PDF_LACKS_MARKER		
15342	City v. Bullinger	2010-01-26	17	PDF_LACKS_MARKER		
15357	Wolt v. Wolt  (cross ref. 20090103)	2010-02-22	32	SIGNATURE	109	Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers James M. Bekken, D.J. Gerald W. VandeWa
15358	Hagerott v. Morton Co. Bd. of Commis	2010-02-22	26	SIGNATURE	102	Mary Muehlen Maring Daniel J. Crothers Dale V. Sandstrom Wade L. Webb, D.J. Gerald W. VandeWalle, C.
15359	Davis v. Enget, et al.	2010-02-22	12	SIGNATURE	106	Daniel J. Crothers Dale V. Sandstrom Mary Muehlen Maring William F. Hodny, S.J. Gerald W. VandeWalle
15384	Home of Economy v. Burlington Northe	2010-03-19	28	SIGNATURE	105	Carol Ronning Kapsner Mary Muehlen Maring Dale V. Sandstrom Wade L. Webb, D.J. Gerald W. VandeWalle,
15385	Great Western Bank v. Willmar Poultr	2010-03-23	27	SIGNATURE	111	Daniel J. Crothers IV 10 Mary Muehlen Maring Dale V. Sandstrom Gerald W. VandeWalle, C.J. Gary H. Le
15418	Jacob v. State	2010-05-11	5	SUBSTANTIVE	797	Gordon Bolstad stated in his affidavit he was a professional truck driver most of his adult life and
15421	Stenehjem, ex rel. v. Crosslands, In	2010-05-13	20	SIGNATURE	106	Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Bruce B. Haskell, D.J. Gerald W. VandeWalle
15424	Estate of Loomer (cross ref. w/20070	2010-05-14	22	SIGNATURE	112	Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Everett Nels Olson, S.J. Gerald W. Vande
15427	Botner v. Bismarck Parks, et al.	2010-05-18	21	SIGNATURE	120	Carol Ronning Kapsner Daniel J. Crothers William F. Hodny, S.J. Allan L. Schmalenberger, S.J. Gerald
15442	City of Mandan v. Gerhardt	2010-06-15	24	SIGNATURE	110	Mary Muehlen Maring Daniel J. Crothers Carol Ronning Kapsner William F. Hodny, S.J. Gerald W. VandeW
15452	American Bank Center v. Schuh, et al	2010-06-30	13	SUBSTANTIVE	111	Daniel J. Crothers Carol Ronning Kapsner Gerald W. VandeWalle, C.J. I concur in the result. Dale V. 
15456	Workforce Safety & Insurance v. Auck	2010-07-02	23	SIGNATURE	104	Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Benny A. Graff, S.J. Gerald W. VandeWalle, 
15458	Disciplinary Board v. Kuhn	2010-07-07	25	SIGNATURE	47	Gerald W. VandeWalle, C.J. Wickham Corwin, D.J.
15470	Investors Title Insurance Co. v. Her	2010-07-13	23	SUBSTANTIVE	1300	Before we consider the merits of an appeal, we first determine whether this Court has jurisdiction. 
15470	Investors Title Insurance Co. v. Her	2010-07-13	24	SUBSTANTIVE	560	The purpose of N.D.R.Civ.P. 54(b) is to facilitate our longstanding policy to discourage piecemeal a
15470	Investors Title Insurance Co. v. Her	2010-07-13	25	SUBSTANTIVE	813	This consolidated appeal includes appeals from two separate substitution orders in two underlying ca
15470	Investors Title Insurance Co. v. Her	2010-07-13	26	SUBSTANTIVE	685	We have held N.D.R.Civ.P. 54(b) is applicable in probate proceedings. See Matter of Estate of Ericks
15470	Investors Title Insurance Co. v. Her	2010-07-13	27	SUBSTANTIVE	654	“[I]n an unsupervised administration, ‘each proceeding before the court is independent of any other 
15472	Thornton v. Klose	2010-07-13	25	SIGNATURE	90	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Robert O. Wefald, D.J. Daniel J. Crothers
15473	Woodward v. Woodward  (Cross-Ref w/2	2010-07-15	19	SIGNATURE	114	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Allan L. Schmale
15493	Peterson v. Peterson	2010-08-24	22	SIGNATURE	123	Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Donovan J. Foughty, D.J. 7 Gerald W. Van
15494	Schwarz, et al. v. Gierke	2010-08-30	31	SIGNATURE	123	Daniel J. Crothers John C. McClintock, Jr., D.J. William F. Hodny, S.J. Ronald E. Goodman, S.J. Gera
15502	Thompson v. Jaeger	2010-09-07	26	SIGNATURE	106	Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring William F. Hodny, S.J. Gerald W. VandeWalle
15528	Lange v. Dep't of Transp.	2010-10-25	16	SIGNATURE	106	Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers John C. Irby, D.J. Gerald W. VandeWalle
15529	Vanderscoff v. Vanderscoff	2010-10-26	17	SIGNATURE	117	Mary Muehlen Maring Daniel J. Crothers, Acting C.J. Donovan J. Foughty, D.J. Kirk Smith, S.J. Richar
15543	Markwed Excavating, Inc. v. City of 	2010-11-15	30	SIGNATURE	118	Daniel J. Crothers Mary Muehlen Maring Carol Ronning Kapsner Allan L. Schmalenberger, S.J. Gerald W.
15544	Missouri Breaks, et al. v. Burns, et	2010-11-16	3	SUBSTANTIVE	1778	Later in 2002, Athens/Alpha filed for Chapter 11 bankruptcy because of its inability to pay its debt
15544	Missouri Breaks, et al. v. Burns, et	2010-11-16	4	SUBSTANTIVE	1963	The reorganization plan described the effect of the transfer of assets to Missouri Breaks: On the Ef
15544	Missouri Breaks, et al. v. Burns, et	2010-11-16	5	SUBSTANTIVE	1027	About one year after the reorganization plan was confirmed by the bankruptcy court, Cawley made a mo
15544	Missouri Breaks, et al. v. Burns, et	2010-11-16	6	SUBSTANTIVE	786	Missouri Breaks filed this state court quiet title action in September 2006 to resolve any competing
15544	Missouri Breaks, et al. v. Burns, et	2010-11-16	7	SUBSTANTIVE	211	Cawley argues the district court erred in rejecting his claims to a 5% working interest in Missouri 
15544	Missouri Breaks, et al. v. Burns, et	2010-11-16	29	SIGNATURE	109	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Donovan J. Fough
15548	B.D.H., et al. v. Mickelson, et al.	2010-12-07	13	SIGNATURE	104	Mary Muehlen Maring Daniel J. Crothers Dale V. Sandstrom Benny A. Graff, S.J. Gerald W. VandeWalle, 
15551	RECALLND v. Jaeger	2010-12-21	28	SIGNATURE	109	Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Thomas J. Schneider, D.J. Gerald W. VandeWa
15560	American Bank Center v. Wiest, et al	2010-12-23	40	SIGNATURE	108	Daniel J. Crothers Dale V. Sandstrom Carol Ronning Kapsner William F. Hodny, S.J. Gerald W. VandeWal
15570	State v. Carpenter	2011-02-08	23	SUBSTANTIVE	1409	The statute providing for habitual offender sentence enhancements requires a prosecutor to provide n
15570	State v. Carpenter	2011-02-08	24	SUBSTANTIVE	1102	The purpose of giving adequate notice is to allow the defendant to prepare for and defend himself ag
15570	State v. Carpenter	2011-02-08	25	SUBSTANTIVE	1374	The record does not show Carpenter received prior notice of the State’s intent. The record does cont
15570	State v. Carpenter	2011-02-08	26	SUBSTANTIVE	1118	The trial court was also prejudiced by the late filing of the notice. The transcript shows the trial
15570	State v. Carpenter	2011-02-08	27	SUBSTANTIVE	500	The one-day notice prejudiced both the trial court and Carpenter and was not given at a reasonable t
15580	Pember v. Shapiro	2011-02-08	23	SUBSTANTIVE	1440	We use a four-factor test in assessing a custodial parent’s request to move to another state with he
15580	Pember v. Shapiro	2011-02-08	24	SUBSTANTIVE	855	We have held that it is not appropriate for a district court to consider the Stout- Hawkinson factor
15580	Pember v. Shapiro	2011-02-08	25	SUBSTANTIVE	922	This Court noted in Stout the inevitability of cases such as this one in which an initial primary cu
15580	Pember v. Shapiro	2011-02-08	26	SUBSTANTIVE	1706	In its amended judgment, the district court ordered, “Lauren shall have sole physical custody of [th
15580	Pember v. Shapiro	2011-02-08	27	SUBSTANTIVE	659	Only after completing its best interests of the children analysis did the district court begin its c
15584	Hildenbrand v. Capital RV Center, In	2011-02-11	28	SIGNATURE	118	Daniel J. Crothers Mary Muehlen Maring Carol Ronning Kapsner Allan L. Schmalenberger, S.J. Gerald W.
15585	Brown v. Montana-Dakota Utilities Co	2011-02-14	13	SIGNATURE	117	Carol Ronning Kapsner Dale V. Sandstrom David E. Reich, D.J. Allan L. Schmalenberger, S.J. Gerald W.
15586	Vicknair, et al. v. Phelps Dodge Ind	2011-02-18	23	SIGNATURE	124	Gerald W. VandeWalle, C.J. Dale V. Sandstrom William F. Hodny, S.J. Allan L. Schmalenberger, S.J. La
15587	Disciplinary Board v. Delorme	2011-03-17	12	SIGNATURE	86	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Daniel J. Crothers Carol Ronning Kapsner
15591	Lund v. Lund	2011-03-22	13	SUBSTANTIVE	551	Orvell relies upon the court’s issuance of a restraining order against him as evidence of the judge’
15591	Lund v. Lund	2011-03-22	14	SUBSTANTIVE	663	The mere fact that a judge has previously ruled against a party does not demonstrate bias requiring 
15591	Lund v. Lund	2011-03-22	15	SUBSTANTIVE	221	Orvell has raised nothing more than “spurious or vague charges of impartiality.” Woodward, 2010 ND 1
15591	Lund v. Lund	2011-03-22	16	SUBSTANTIVE	97	Orvell contends the district court erred in its distribution of the marital property.
15591	Lund v. Lund	2011-03-22	17	SUBSTANTIVE	1199	We outlined our standard of review of a district court’s valuation and distribution of marital prope
15657	Nelson v. State	2011-03-22	2	SUBSTANTIVE	133	Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers Gerald W. VandeWalle, C.J. I concur in 
15609	Kost v. Kraft	2011-03-25	19	SIGNATURE	108	Mary Muehlen Maring Carol Ronning Kapsner Daniel J. Crothers Wickham Corwin, D.J. Gerald W. VandeWal
15610	Loper v. Adams	2011-03-25	24	SIGNATURE	114	Mary Muehlen Maring Carol Ronning Kapsner Daniel J. Crothers Steven E. McCullough, D.J. Gerald W. Va
15611	Klug et al. v. City of Minot	2011-03-25	16	SIGNATURE	105	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring David E. Reich, 
15612	Thompson, et al. v. Schmitz, et al. 	2011-03-28	31	SIGNATURE	109	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring David W. Nels
15625	Workforce Safety & Insurance v. Auck	2011-05-13	13	SIGNATURE	104	Daniel J. Crothers Dale V. Sandstrom Mary Muehlen Maring Benny A. Graff, S.J. Gerald W. VandeWalle, 
15626	Spratt v. MDU Resources Group, Inc.,	2011-05-18	21	SIGNATURE	124	Daniel J. Crothers Allan L. Schmalenberger, S.J. Gary H. Lee, D.J. Daniel D. Narum, D.J. Carol Ronni
15628	Riverwood Commercial Park, et al. v.	2011-05-20	20	SIGNATURE	123	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Mary Muehlen Maring Allan L. Schmalenberger, S.J. Steve
15659	State v. Peterson	2011-06-21	13	SUBSTANTIVE	145	Mary Muehlen Maring Daniel J. Crothers Gerald W. VandeWalle, C.J. I concur in the result. Carol Ronn
15645	Kaspari v. N.D. Dep't. of Human Serv	2011-06-24	19	SIGNATURE	116	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Allan L. Schmale
15646	Day v. Haskell, et al.	2011-06-24	13	SUBSTANTIVE	139	Mary Muehlen Maring Carol Ronning Kapsner Daniel J. Crothers Gerald W. VandeWalle, C.J. I concur wit
15647	Murchison v. State (Cross-reference 	2011-06-27	11	SIGNATURE	112	Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers M. Richard Geiger, D.J. Gerald W. Vande
15648	State v. Blunt (Cross-reference w/20	2011-06-28	23	SIGNATURE	112	Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Wickham Corwin, D.J. Gerald W. VandeWalle, 
15685	Krueger v. Krueger	2011-07-13	26	SUBSTANTIVE	154	Dale V. Sandstrom Gerald W. VandeWalle, C.J. I concur in the result. Daniel J. Crothers Kapsner, Jus
15704	Martinson v. Martinson	2011-08-18	22	SUBSTANTIVE	145	Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers I concur in the result. Gerald W. Vande
15709	Miller v. Mees	2011-08-18	3	SUBSTANTIVE	481	In September 2009, Mees obtained a temporary domestic violence protection order against Miller, alle
15709	Miller v. Mees	2011-08-18	4	SUBSTANTIVE	299	In October 2009, Miller moved to hold Mees in contempt, claiming he had been denied visitation in Se
15709	Miller v. Mees	2011-08-18	5	SUBSTANTIVE	850	Barbara Oliger, a court-appointed parenting investigator, filed a parenting investigation report wit
15709	Miller v. Mees	2011-08-18	6	SUBSTANTIVE	261	Relying on N.D.R.Civ.P. 43, Mees argues the district court erred in basing its custody decision on e
15709	Miller v. Mees	2011-08-18	7	SUBSTANTIVE	524	At the time of the July 2010 trial in this action, N.D.R.Civ.P.43(a),1 provided, in part: In every t
15711	Carlson v. Carlson, et al. (consolid	2011-08-22	32	SIGNATURE	102	Daniel J. Crothers Mary Muehlen Maring Dale V. Sandstrom Benny Graff, S.J. Gerald W. VandeWalle, C.J
15734	Kelly v. Kelly (Cross-reference w/20	2011-08-22	39	SIGNATURE	104	Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Benny A. Graff, S.J. Gerald W. VandeWalle, 
15712	Agnes M. Gassmann Revocable Living T	2011-08-23	24	SIGNATURE	106	Mary Muehlen Maring Daniel J. Crothers Dale V. Sandstrom William F. Hodny, S.J. Gerald W. VandeWalle
15713	Wolt v. Wolt (Cross-reference w/2009	2011-08-26	35	SIGNATURE	114	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring Everett Nels Olson, S.J. Georgi
15715	Saltsman v. Sharp, et al.	2011-09-07	21	SIGNATURE	112	Carol Ronning Kapsner William F. Hodny, S.J. John C. Irby, D.J. Ronald E. Goodman, S.J. Everett Nels
15718	State v. Vondal (Consolidated w/2010	2011-09-15	7	SUBSTANTIVE	598	Although N.D.C.C. §§ 12.1-04-01 and 27-20-34(8) may prohibit the prosecution of an individual who is
15724	Benz Farm, LLP v. Cavendish Farms, I	2011-09-15	3	SUBSTANTIVE	710	In 2006, Cavendish and Benz entered into written agreements for the sale and purchase of potatoes. O
15724	Benz Farm, LLP v. Cavendish Farms, I	2011-09-15	4	SUBSTANTIVE	790	Both storage agreements contained detailed provisions specifying quality requirements for the contra
15724	Benz Farm, LLP v. Cavendish Farms, I	2011-09-15	5	SUBSTANTIVE	1107	In September 2006, after Benz began delivering potatoes to Cavendish under the Company Storage Agree
15724	Benz Farm, LLP v. Cavendish Farms, I	2011-09-15	6	SUBSTANTIVE	304	In 2007, the parties entered into a Company Storage Agreement. Benz claims that there were numerous 
15724	Benz Farm, LLP v. Cavendish Farms, I	2011-09-15	7	SUBSTANTIVE	657	Benz brought this action against Cavendish in December 2008, alleging various claims and theories of
15727	Sloan v. N.D. Workforce Safety & Ins	2011-09-19	25	SIGNATURE	108	Mary Muehlen Maring Carol Ronning Kapsner Daniel J. Crothers Benny A. Graff, S.J. Gerald W. VandeWal
15745	Warnke v. Warnke	2011-11-15	23	SUBSTANTIVE	572	Upon learning of the default judgment, David Warnke promptly sought relief. He submitted an affidavi
15745	Warnke v. Warnke	2011-11-15	24	SUBSTANTIVE	107	Thomas Omdahl submitted affidavits about the notice and what he claimed were the substance of negoti
15745	Warnke v. Warnke	2011-11-15	25	SUBSTANTIVE	653	Although no hearing was held, the district court apparently chose to believe the affidavits of those
15745	Warnke v. Warnke	2011-11-15	26	SUBSTANTIVE	215	The district court abused its discretion in refusing to grant relief from the default judgment. And,
15745	Warnke v. Warnke	2011-11-15	27	SUBSTANTIVE	629	Upon receiving the default judgment, David Warnke immediately sought a reversal. Although the distri
15751	Coppage v. State (cross-reference 20	2011-12-13	21	SUBSTANTIVE	159	Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers I concur in the result. Gerald W. Vande
15753	Tweed v. State	2011-12-13	14	SUBSTANTIVE	159	Daniel J. Crothers Mary Muehlen Maring Carol Ronning Kapsner I concur in the result. Gerald W. Vande
15786	Koenig v. N.D. Dept. of Transportati	2012-01-18	12	SIGNATURE	108	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers Wickham Corw
15791	McKenzie Co. v. Reichman (Cross-refe	2012-01-24	10	SUBSTANTIVE	501	Section 24-07-01, N.D.C.C., “embodie[s]” the common law rule for establishing a road by prescription
15791	McKenzie Co. v. Reichman (Cross-refe	2012-01-24	41	SIGNATURE	115	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Mary Muehlen Maring Donovan J. Foughty, D.J. Everett Ne
15794	Interest of T.H. (CONFIDENTIAL)(cros	2012-02-17	10	SUBSTANTIVE	774	A permanency hearing was held in December 2010. During the hearing, the father moved for dismissal, 
15802	Osaba v. N.D. Dept. of Transportatio	2012-02-17	3	SUBSTANTIVE	904	Officers Brocker and Heinert then arrived at the hospital. While Sass remained with Osaba, Brocker r
15802	Osaba v. N.D. Dept. of Transportatio	2012-02-17	4	SUBSTANTIVE	736	After arriving at the police station, Sass asked Osaba to perform field sobriety tests. Sass determi
15802	Osaba v. N.D. Dept. of Transportatio	2012-02-17	5	SUBSTANTIVE	1572	The North Dakota Department of Transportation (“DOT”) notified Osaba of its intent to revoke his dri
15802	Osaba v. N.D. Dept. of Transportatio	2012-02-17	6	SUBSTANTIVE	731	Osaba appealed the decision to the district court. The district court found that because no moving t
15802	Osaba v. N.D. Dept. of Transportatio	2012-02-17	7	SUBSTANTIVE	1615	Osaba argues the hearing officer improperly allowed Sass’s testimony regarding Brocker’s statements,
15808	Estate of Paulson (Cross-reference w	2012-02-21	22	SIGNATURE	115	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Daniel J. Crothers William W. McLees, D.J. Steven E. Mc
15810	Haroldson v. Haroldson	2012-02-27	23	SUBSTANTIVE	142	Mary Muehlen Maring Daniel J. Crothers John C. McClintock, Jr., D.J. Gerald W. VandeWalle, C.J. 9 I 
15811	Estate of Camas	2012-02-28	14	SIGNATURE	112	Gerald W. VandeWalle, C.J. III. Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring H. Patrick 
15821	In the Matter of the Estate of Edith	2012-03-19	29	SIGNATURE	87	Daniel J. Crothers Dale V. Sandstrom Ronald E. Goodman, S.J. Gerald W. VandeWalle, C.J.
15822	Weeks v. Geiermann, et al.	2012-03-21	29	SUBSTANTIVE	138	Mary Muehlen Maring Carol Ronning Kapsner Bruce E. Bohlman, S.J. Gerald W. VandeWalle, C.J. I concur
15823	Judicial Vacancy in Judgeship No. 3,	2012-03-22	7	SUBSTANTIVE	141	Based on the record before us, this Court determines this office is necessary for effective judicial
15825	State v. Morin	2012-04-10	14	SUBSTANTIVE	331	I concur in the analysis of the issues raised and in the result. I do not join in the “question” rai
15825	State v. Morin	2012-04-10	15	SIGNATURE	63	Carol Ronning Kapsner Crothers, Justice, concurring specially.
15827	Fred M. Hector, Jr. v. City of Fargo	2012-04-10	53	SUBSTANTIVE	1592	A special assessment commission is required to make a complete list of the benefits and assessments,
15827	Fred M. Hector, Jr. v. City of Fargo	2012-04-10	54	SUBSTANTIVE	1446	Evidence in this record shows the special assessment list was created and the Special Assessment Com
15827	Fred M. Hector, Jr. v. City of Fargo	2012-04-10	55	SUBSTANTIVE	270	Hector argues the City Commission failed to perform its statutory duties and properly review the Spe
15827	Fred M. Hector, Jr. v. City of Fargo	2012-04-10	56	SUBSTANTIVE	349	Any person aggrieved by a special assessment may appeal to the governing body from the decision of t
15827	Fred M. Hector, Jr. v. City of Fargo	2012-04-10	57	SUBSTANTIVE	608	Hector was given an opportunity to appear and speak at the October 19, 2009 City Commission hearing.
15827	Fred M. Hector, Jr. v. City of Fargo	2012-04-10	59	SIGNATURE	85	Daniel J. Crothers Dale V. Sandstrom Carol Ronning Kapsner Gerald W. VandeWalle, C.J.
15834	Tibert et al. v. Nodak Mutual	2012-04-12	46	SIGNATURE	122	Dale V. Sandstrom 18 Carol Ronning Kapsner Mary Muehlen Maring Allan L. Schmalenberger, S.J. Gerald 
15846	Come Big or Stay Home, LLC v. EOG Re	2012-05-04	29	SIGNATURE	107	Mary Muehlen Maring Daniel J. Crothers Dale V. Sandstrom John E. Greenwood, D.J. Gerald W. VandeWall
15851	Pifer v. McDermott	2012-05-04	3	SUBSTANTIVE	671	On October 22, 2009, Bevan executed a warranty deed to the same property, creating a joint tenancy w
15851	Pifer v. McDermott	2012-05-04	4	SUBSTANTIVE	708	Pifer sued McDermott, seeking specific performance of the purchase option. Pifer also claimed intent
15851	Pifer v. McDermott	2012-05-04	5	SUBSTANTIVE	854	McDermott moved for summary judgment, arguing the purchase option agreement did not constitute a val
15851	Pifer v. McDermott	2012-05-04	6	SUBSTANTIVE	383	The district court had jurisdiction under N.D. Const. art. VI, § 8, and N.D.C.C. § 27-05-06. McDermo
15851	Pifer v. McDermott	2012-05-04	7	SUBSTANTIVE	259	Before we consider the merits of McDermott’s appeal, we consider whether the district court appropri
15851	Pifer v. McDermott	2012-05-04	23	SIGNATURE	111	Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring John E. Greenwood, D.J. Gerald W. VandeW
15839	In the Matter of the Application for	2012-05-14	14	SIGNATURE	86	Gerald W. VandeWalle, C.J. Daniel J. Crothers Dale V. Sandstrom Carol Ronning Kapsner
15844	Estate of Boehm	2012-05-17	19	SIGNATURE	109	Mary Muehlen Maring Daniel J. Crothers Carol Ronning Kapsner H. Patrick Weir, D.J. Gerald W. VandeWa
15853	Minnkota Power Cooperative, Inc. v. 	2012-05-21	18	SIGNATURE	117	Gerald W. VandeWalle, C.J. Daniel J. Crothers Mary Muehlen Maring John C. McClintock, D.J. Bruce E. 
15857	Disciplinary Board v. Dyer (CONSOLID	2012-06-07	33	SUBSTANTIVE	892	D.H. is different from this proceeding. In D.H., 507 N.W.2d at 314-15, the district court ordered D.
15857	Disciplinary Board v. Dyer (CONSOLID	2012-06-07	34	SUBSTANTIVE	281	Here, as we have noted, there was evidence presented to support the allegations and the hearing pane
15857	Disciplinary Board v. Dyer (CONSOLID	2012-06-07	35	SUBSTANTIVE	524	Dyer, Summers, and Disciplinary Counsel challenge the hearing panel’s recommended sanction. The hear
15857	Disciplinary Board v. Dyer (CONSOLID	2012-06-07	36	SUBSTANTIVE	538	We are guided by the North Dakota Standards for Imposing Lawyer Sanctions in determining the appropr
15857	Disciplinary Board v. Dyer (CONSOLID	2012-06-07	37	SUBSTANTIVE	1351	The hearing panel found Dyer and Summers violated Rule 8.1, and considered N.D. Stds. Imposing Lawye
15857	Disciplinary Board v. Dyer (CONSOLID	2012-06-07	42	SIGNATURE	103	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Gary H. Lee, D.J. Daniel J. Crothers Dale V. Sandst
15860	Dakota Resource Council, et al. v. S	2012-06-07	3	SUBSTANTIVE	953	The Council, Neighbors United, and several individuals who owned land near the rezoned tract appeale
15860	Dakota Resource Council, et al. v. S	2012-06-07	4	SUBSTANTIVE	63	standing to appeal the Board’s decision to the district court.1
15860	Dakota Resource Council, et al. v. S	2012-06-07	5	SUBSTANTIVE	1914	Standing is a question of law which is reviewed de novo on appeal. State ex rel. Schlect v. Wolff, 2
15860	Dakota Resource Council, et al. v. S	2012-06-07	6	SUBSTANTIVE	1065	The Council contends it has associational standing because it is representing the interests of some 
15860	Dakota Resource Council, et al. v. S	2012-06-07	7	SUBSTANTIVE	620	The Board and Great Northern contest only the first element of the three-prong test for associationa
15863	Skachenko v. Skachenko	2012-06-12	23	SIGNATURE	117	Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers Allan L. Schmalenberger, S.J. Gerald W.
15862	Kosobud v. Kosobud	2012-06-13	25	SIGNATURE	109	Carol Ronning Kapsner Mary Muehlen Maring Daniel J. Crothers Daniel D. Narum, D.J. Gerald W. VandeWa
15866	Hale v. Ward County, et al.	2012-07-12	23	SUBSTANTIVE	709	“A private nuisance is one which affects a single individual or a determinate number of persons in t
15866	Hale v. Ward County, et al.	2012-07-12	24	SUBSTANTIVE	842	The Hales argue the law enforcement shooting range poses a danger to their property because their pr
15866	Hale v. Ward County, et al.	2012-07-12	25	SUBSTANTIVE	753	To avoid summary judgment, a resisting party must bring forth competent, admissible evidence suffici
15866	Hale v. Ward County, et al.	2012-07-12	26	SUBSTANTIVE	1696	A public nuisance is one which at the same time affects an entire community or neighborhood or any c
15866	Hale v. Ward County, et al.	2012-07-12	27	SUBSTANTIVE	759	The Hales claim the law enforcement shooting range is a public nuisance because County Road 12 is wi
15877	Meier v. N.D. Dep't of Human Service	2012-07-12	3	SUBSTANTIVE	177	Meier argues the district court erred in dismissing his appeal because service of the notice of appe
15877	Meier v. N.D. Dep't of Human Service	2012-07-12	4	SUBSTANTIVE	1016	The right to appeal is governed solely by statute, Interest of K.J., 2010 ND 46, ¶ 14, 779 N.W.2d 63
15877	Meier v. N.D. Dep't of Human Service	2012-07-12	5	SUBSTANTIVE	1801	The general provisions for taking an appeal under the Administrative Agencies Practice Act, N.D.C.C.
15877	Meier v. N.D. Dep't of Human Service	2012-07-12	6	SUBSTANTIVE	660	¶ 24, 799 N.W.2d 332. In interpreting statutes, we look at their plain language and give each word i
15877	Meier v. N.D. Dep't of Human Service	2012-07-12	7	SUBSTANTIVE	271	These statutes are not ambiguous. Harmonizing the plain language of these related statutes, we concl
15878	City of Lincoln v. Johnston	2012-07-12	13	SUBSTANTIVE	607	That background reflects that the statutes intended a bicycle to be considered a “vehicle” for the p
15878	City of Lincoln v. Johnston	2012-07-12	14	SUBSTANTIVE	598	The historical background for the two statutes in dispute also reflects they are not in conflict wit
15878	City of Lincoln v. Johnston	2012-07-12	15	SUBSTANTIVE	32	We affirm the criminal judgment.
15878	City of Lincoln v. Johnston	2012-07-12	16	SIGNATURE	108	Dale V. Sandstrom Daniel J. Crothers Mary Muehlen Maring Carol Ronning Kapsner Gerald W. VandeWalle,
15878	City of Lincoln v. Johnston	2012-07-12	17	PDF_LACKS_MARKER		
15879	State v. Mertz	2012-07-12	3	SUBSTANTIVE	1253	After both sides rested, the jury received the following instructions on burglary: “BURGLARY “A pers
15879	State v. Mertz	2012-07-12	4	SUBSTANTIVE	237	Before returning a verdict, the jury asked the district court: “Can someone be convicted of Burglary
15879	State v. Mertz	2012-07-12	5	SUBSTANTIVE	382	After consulting with the State’s attorney and Mertz’s attorney in Mertz’s presence, the district co
15879	State v. Mertz	2012-07-12	6	SUBSTANTIVE	34	The jury found Mertz guilty. II
15879	State v. Mertz	2012-07-12	7	SUBSTANTIVE	245	Mertz asserts the proper response to the jury’s question was “No” and argues the district court erre
15883	D&P Terminal, et al. v. City of Farg	2012-07-18	21	SIGNATURE	106	Daniel J. Crothers Dale V. Sandstrom Carol Ronning Kapsner Benny A. Graff, S.J. Gerald W. VandeWalle
15905	Kruckenberg v. State	2012-08-01	13	SIGNATURE	114	Mary Muehlen Maring Daniel J. Crothers Carol Ronning Kapsner Allan Schmalenberger, S.J. Gerald W. Va
